Protein ID,Brain,Heart,Intestine,Kidney,Liver,Lung,Pancreas,PerirenalFat,Spleen,Stomach,Testicle,Thymus,CV
IPI00205999.1,166720.0,19383000.0,186460.0,321070.0,728590.0,2831100.0,47423.0,531770.0,3673600.0,419260.0,4520200.0,6450700.0,167.91
IPI00206258.1,635390.0,188710.0,335450.0,217340.0,175630.0,224960.0,50760.0,1034300.0,382440.0,3559000.0,177820.0,130830.0,164.04
IPI00207370.1,813610.0,435120.0,254850.0,516170.0,360410.0,466280.0,66889.0,1647500.0,1150400.0,986500.0,473650.0,805860.0,65.98
IPI00207665.1,385710.0,2717000.0,1437100.0,392890.0,601180.0,1365500.0,1518300.0,640860.0,467560.0,340080.0,832250.0,495160.0,75.96
IPI00207707.1,2009800.0,248430.0,657510.0,587440.0,408540.0,1227900.0,66884.0,398950.0,1237000.0,541190.0,687590.0,1541300.0,72.28
IPI00207827.3,4495500.0,5830600.0,914530.0,1920100.0,1313000.0,3515900.0,1005400.0,4786600.0,2262500.0,916280.0,554880.0,332140.0,80.61
IPI00207852.4,63519.0,287540.0,509740.0,693920.0,130710.0,688200.0,142480.0,459660.0,1322100.0,67413.0,409660.0,2200300.0,107.03
IPI00208114.3,4561000.0,6812900.0,17394000.0,10674000.0,5553600.0,31624000.0,5543200.0,5699000.0,16436000.0,11825000.0,2990500.0,31700000.0,79.79
IPI00208205.1,6099800.0,7015300.0,8269900.0,5712000.0,5893000.0,1996100.0,65120000.0,3830500.0,4472100.0,7430000.0,10036000.0,2509200.0,161.65
IPI00208207.6,1845400.0,3253900.0,1495200.0,2993800.0,1753400.0,466480.0,548160.0,796040.0,353800.0,2697600.0,595560.0,513550.0,73.77
IPI00208266.2,3842900.0,151190.0,2170400.0,1409200.0,3400500.0,2987800.0,10139000.0,2659100.0,1588700.0,617190.0,7934200.0,3718600.0,86.38
IPI00208515.1,10234000.0,1738800.0,5213200.0,2119700.0,12743000.0,3220800.0,597940.0,5253600.0,10496000.0,3902500.0,2884600.0,7108500.0,71.31
IPI00208679.4,217630.0,1217400.0,1612800.0,698380.0,3719300.0,1269700.0,2060400.0,1807600.0,1049300.0,2392600.0,2240100.0,1164700.0,56.58
IPI00208887.1,10996000.0,305040000.0,38693000.0,17798000.0,4693900.0,61206000.0,69354000.0,624880000.0,12541000.0,35195000.0,26310000.0,18898000.0,179.89
IPI00209033.5,73870.0,440110.0,8065700.0,2103400.0,502160.0,2511200.0,143260.0,1324200.0,929940.0,479460.0,467630.0,321860.0,153.56
IPI00209169.3,10186.0,202550.0,146280.0,422650.0,128710.0,634840.0,859360.0,862260.0,1438100.0,6206000.0,63067.0,1493500.0,164.18
IPI00209181.3,1066300.0,3099900.0,2093300.0,2779900.0,4446800.0,5267800.0,1103000.0,6021500.0,7695600.0,6594200.0,10700000.0,3004100.0,64.5
IPI00209216.3,5935600.0,1433400.0,1800400.0,7089900.0,702810.0,3860800.0,1863700.0,2066300.0,2228100.0,4628100.0,2448400.0,1808200.0,65.68
IPI00209277.1,3788000.0,6839100.0,6750200.0,9790600.0,26382000.0,4360700.0,3999400.0,4421600.0,4550400.0,2621500.0,945390.0,3830800.0,101.86
IPI00209293.1,31937000.0,7304000.0,3859800.0,9307300.0,3660200.0,12205000.0,2807800.0,5249500.0,8117300.0,6680500.0,67192000.0,4157900.0,137.55
IPI00209336.1,4181200.0,32546000.0,6738900.0,2911700.0,11219000.0,808390.0,1760300.0,7202800.0,12300000.0,6326400.0,1846600.0,525860.0,119.82
IPI00209590.2,5058900.0,1991400.0,396640.0,636670.0,981700.0,685700.0,149990.0,111950.0,1592400.0,474580.0,1305700.0,542280.0,116.71
IPI00209618.2,9586900.0,7045600.0,5758700.0,7165100.0,3935600.0,9931600.0,4759600.0,5248500.0,9099300.0,4205700.0,18592000.0,14279000.0,53.09
IPI00209824.2,32033000.0,2383300.0,745240.0,298120.0,187360.0,225750.0,3575700.0,2557600.0,86845.0,868970.0,45563.0,563640.0,248.39
IPI00210147.2,27353000.0,18846000.0,51968000.0,35008000.0,28930000.0,22222000.0,17507000.0,28525000.0,20450000.0,44736000.0,16228000.0,17545000.0,41.6
IPI00210157.1,105160.0,207970.0,727330.0,796250.0,843040.0,213060.0,168320.0,152480.0,776660.0,259930.0,285810.0,331860.0,71.02
IPI00210193.2,77398000.0,563670000.0,142200000.0,123230000.0,34262000.0,20929000.0,111640000.0,54436000.0,23677000.0,24034000.0,35123000.0,16192000.0,148.46
IPI00210274.1,767330.0,485400.0,1171900.0,616700.0,2738100.0,2936800.0,404820.0,1239800.0,1814600.0,5963300.0,993670.0,343810.0,99.61
IPI00210280.1,7242600.0,2155100.0,8284400.0,45938000.0,90255000.0,5461300.0,434350.0,2159700.0,4508100.0,1458500.0,922740.0,4900700.0,185.69
IPI00210566.3,281210000.0,76816000.0,160010000.0,203870000.0,237690000.0,160960000.0,150060000.0,146920000.0,159280000.0,13273000.0,629290000.0,191930000.0,75.4
IPI00210938.3,1171500.0,1218900.0,220010.0,574910.0,439770.0,207470.0,2888800.0,111610.0,242170.0,1354400.0,843590.0,683380.0,93.65
IPI00211008.2,2115900.0,1293000.0,2594700.0,2427700.0,2473200.0,3075800.0,918900.0,1094000.0,4959900.0,9535600.0,3040500.0,4357200.0,74.3
IPI00211448.2,2663300.0,36609000.0,18242000.0,6931600.0,2078400.0,72011000.0,14988000.0,78666000.0,12562000.0,36067000.0,6907300.0,6974100.0,107.37
IPI00211615.7,653440.0,826440.0,1724600.0,1096300.0,1078200.0,1613400.0,1051200.0,1762800.0,1549000.0,3859000.0,363330.0,977160.0,64.85
IPI00211776.1,452340.0,524440.0,1069200.0,1679300.0,2370800.0,1060800.0,1094900.0,2117000.0,1000200.0,4841600.0,308930.0,557810.0,88.41
IPI00211779.1,393710.0,468880.0,929910.0,630950.0,1168800.0,170000.0,12411000.0,602960.0,326950.0,620560.0,253250.0,145140.0,228.2
IPI00212014.2,2117400.0,2901200.0,4169200.0,2068800.0,7762400.0,3380300.0,6779800.0,2512000.0,8715900.0,11511000.0,5363800.0,1328600.0,65.11
IPI00212147.1,1315100.0,658370.0,453970.0,979640.0,1010600.0,848800.0,308070.0,781950.0,5172500.0,1432100.0,701430.0,650610.0,108.51
IPI00212270.6,1608500.0,227770.0,171600.0,647480.0,63810.0,403320.0,93890.0,492020.0,111730.0,225500.0,34028.0,36063.0,129.19
IPI00212512.1,8147300.0,4743100.0,3503800.0,6319500.0,7262800.0,2787400.0,4958100.0,1785600.0,3190800.0,10722000.0,3899400.0,3137700.0,51.82
IPI00212721.3,818520.0,209690.0,253960.0,296030.0,1564700.0,986910.0,95199.0,322910.0,699460.0,559720.0,411450.0,273930.0,77.54
IPI00212741.8,2427400.0,2131200.0,1667800.0,2281100.0,1155700.0,1051900.0,1160100.0,2677500.0,1172400.0,560570.0,372090.0,1211200.0,49.85
IPI00212797.1,1363400.0,275490.0,811150.0,1513100.0,899260.0,1158300.0,185010.0,519760.0,1798500.0,501360.0,3281200.0,1540500.0,73.83
IPI00212844.1,5026100.0,2369100.0,1709400.0,658910.0,2404500.0,1534300.0,1200600.0,4161400.0,3989000.0,2490300.0,3012100.0,3359300.0,49.04
IPI00213347.1,1289300.0,1479200.0,1708900.0,2832200.0,967820.0,2906800.0,1133300.0,2491700.0,504100.0,1246000.0,735660.0,658780.0,55.53
IPI00213378.1,1725300.0,160350.0,1422000.0,820000.0,1360700.0,774290.0,242470.0,1084300.0,2169100.0,513280.0,1696700.0,1265000.0,56.27
IPI00213467.1,1982100.0,481000.0,2073300.0,1579600.0,4152100.0,2610600.0,752080.0,555870.0,5922400.0,2910400.0,6392800.0,4706400.0,71.48
IPI00213552.1,8013800.0,4062100.0,5738500.0,6151600.0,4052900.0,3004000.0,549530.0,1974400.0,3639400.0,338540.0,3344700.0,2286300.0,62.58
IPI00213638.3,47098000.0,5558000.0,6836900.0,13019000.0,1254400.0,10067000.0,8534400.0,8798100.0,11972000.0,24506000.0,42819000.0,41636000.0,88.01
IPI00213927.4,734400.0,1018000.0,1379200.0,3989700.0,921230.0,746020.0,424440.0,2262100.0,1048500.0,2574700.0,1295800.0,1215300.0,68.58
IPI00214210.2,3872300.0,1687200.0,2803500.0,4731800.0,2353200.0,3690600.0,3311400.0,2277000.0,1656600.0,8209100.0,1845800.0,4104500.0,54.14
IPI00214474.1,3246600.0,457570.0,1296200.0,2068800.0,1808700.0,1710100.0,1430500.0,215410.0,1976200.0,713900.0,4461400.0,1747500.0,66.65
IPI00214487.1,327470.0,765410.0,1188300.0,1066000.0,447910.0,769210.0,2134500.0,709490.0,1380900.0,682260.0,1036200.0,2052500.0,54.7
IPI00214665.2,1564200.0,371670.0,1547600.0,3411100.0,14204000.0,2901600.0,4557800.0,2670600.0,823760.0,2420300.0,724050.0,2599800.0,117.03
IPI00214787.1,15099000.0,39381000.0,19285000.0,41002000.0,9454900.0,6337600.0,4570400.0,15094000.0,3957100.0,2352700.0,3070200.0,30734000.0,88.48
IPI00214905.3,340020.0,1118700.0,1872500.0,2210400.0,1149900.0,4942900.0,2255500.0,2239300.0,5121700.0,690410.0,314810.0,730260.0,84.65
IPI00221754.3,63041000.0,9305900.0,558000.0,467010.0,360070.0,413990.0,104190.0,1682500.0,845890.0,3086200.0,15663000.0,127210.0,225.61
IPI00222763.1,23422000.0,39245000.0,52455000.0,51676000.0,4366900.0,31124000.0,25989000.0,10525000.0,13162000.0,32134000.0,4037100.0,49208000.0,62.95
IPI00223251.4,121110.0,861130.0,305940.0,357210.0,680680.0,541530.0,385290.0,686830.0,1228000.0,588500.0,1097100.0,553190.0,52.31
IPI00224729.1,6105100.0,824570.0,2650800.0,1874600.0,8461700.0,4902700.0,754970.0,912800.0,7838500.0,2890700.0,4208600.0,11058000.0,77.32
IPI00226155.3,5031900.0,3993700.0,7377000.0,4220900.0,8410700.0,2317500.0,3835100.0,3609000.0,6801100.0,5111500.0,11226000.0,8679500.0,44.54
IPI00226801.1,55056.0,146340.0,161370.0,114270.0,169590.0,267150.0,702480.0,387130.0,329300.0,694440.0,152630.0,434480.0,72.27
IPI00227392.5,11871000.0,11820000.0,7035400.0,1878900.0,5491800.0,6748700.0,11546000.0,2170100.0,10971000.0,9502400.0,3648700.0,1472000.0,58.21
IPI00228590.2,21679000.0,20945000.0,27552000.0,32786000.0,25379000.0,29694000.0,20559000.0,20823000.0,38968000.0,30721000.0,47064000.0,42631000.0,30.11
IPI00229794.1,752300.0,322570.0,246910.0,347560.0,714380.0,755770.0,245470.0,1318500.0,184140.0,554160.0,716700.0,149870.0,65.21
IPI00229927.2,80713.0,980030.0,1086700.0,495660.0,778950.0,2242400.0,226290.0,1038800.0,704980.0,993250.0,244200.0,521140.0,73.3
IPI00230707.6,110100000.0,101140000.0,34456000.0,42758000.0,63610000.0,30364000.0,64966000.0,208280000.0,35952000.0,77354000.0,21670000.0,14779000.0,80.16
IPI00230837.5,21499000.0,13928000.0,25101000.0,14739000.0,28149000.0,18209000.0,20065000.0,44526000.0,33949000.0,26419000.0,15694000.0,5938800.0,45.74
IPI00230897.5,54115000.0,12155000.0,3732400.0,8148900.0,6135900.0,15330000.0,41992000.0,19283000.0,26307000.0,3795300.0,2787200.0,10832000.0,95.34
IPI00230924.3,409260.0,1504900.0,293420.0,836990.0,453400.0,18268000.0,486850.0,3813500.0,2681000.0,1819800.0,391270.0,1114300.0,188.13
IPI00230937.5,1790500.0,927820.0,768110.0,1381100.0,4538500.0,1377100.0,1446800.0,474810.0,1160300.0,1387800.0,5782600.0,449370.0,91.97
IPI00230941.5,3141000.0,17989000.0,6125600.0,3079700.0,1076000.0,9170300.0,33848000.0,32891000.0,10665000.0,3661100.0,4659200.0,2848600.0,107.05
IPI00230954.3,504760.0,367600.0,936670.0,617870.0,856350.0,654510.0,436350.0,2742100.0,239370.0,10396000.0,677390.0,228710.0,184.13
IPI00231108.5,18076000.0,238060.0,610220.0,345510.0,7690900.0,229460.0,516540.0,573870.0,671380.0,3636400.0,166910.0,378930.0,192.09
IPI00231216.1,5096500.0,10377000.0,4455800.0,5987400.0,5406500.0,6034500.0,4910400.0,8544700.0,6911300.0,24331000.0,2421300.0,3269800.0,78.97
IPI00231294.3,4108900.0,3456800.0,4247600.0,3805200.0,6295200.0,5075600.0,2034300.0,8345000.0,15058000.0,3467000.0,11892000.0,10443000.0,62.02
IPI00231379.2,51467000.0,4609600.0,1767100.0,14619000.0,21887000.0,80312000.0,11372000.0,225430000.0,239220000.0,7855000.0,8521800.0,22003000.0,147.62
IPI00231426.6,4892900.0,4390500.0,1701500.0,2494900.0,3423400.0,1587600.0,4737400.0,2092900.0,2370600.0,2932400.0,1846600.0,969910.0,46.89
IPI00231650.7,455120.0,865430.0,1025300.0,1183900.0,854040.0,2422300.0,9836900.0,166330.0,4938200.0,2325500.0,3331900.0,7011800.0,104.15
IPI00231690.5,1632200.0,434990.0,6823300.0,1136600.0,1147700.0,2940400.0,1108300.0,3528900.0,4720800.0,17644000.0,721310.0,1759500.0,132.04
IPI00231693.5,536500.0,1128000.0,2777800.0,1576000.0,1438300.0,581890.0,4980000.0,510470.0,1120400.0,8264400.0,656090.0,971540.0,114.17
IPI00231697.5,60388000.0,1754200.0,4162800.0,4017000.0,941740.0,12421000.0,497870.0,9782100.0,7543600.0,3724500.0,22278000.0,51736000.0,135.42
IPI00231734.5,67156000.0,72263000.0,14373000.0,12871000.0,4015400.0,6853100.0,17072000.0,30462000.0,7357400.0,37310000.0,5007500.0,5324900.0,102.95
IPI00231765.4,188760000.0,9024000.0,4579300.0,8573900.0,6249900.0,10471000.0,6135600.0,17849000.0,8034900.0,65253000.0,12646000.0,3682700.0,186.98
IPI00231770.5,4600400.0,18793000.0,3168800.0,3904700.0,16582000.0,7684300.0,891370.0,2523400.0,18361000.0,9225200.0,14433000.0,5361200.0,74.49
IPI00231827.6,13146000.0,16858000.0,17954000.0,19860000.0,17919000.0,21979000.0,41954000.0,10243000.0,61291000.0,179570000.0,25643000.0,44129000.0,119.12
IPI00231879.5,1499600.0,503230.0,1104100.0,394240.0,1650100.0,598350.0,2554800.0,2186200.0,679050.0,2125300.0,982490.0,520950.0,61.02
IPI00261239.6,6066700.0,8307500.0,9054600.0,14368000.0,12508000.0,7775900.0,7461600.0,4726900.0,8776100.0,4095700.0,14333000.0,7718700.0,38.59
IPI00263016.4,360070.0,118680.0,795130.0,595660.0,656420.0,1005600.0,359110.0,456140.0,684940.0,938920.0,292120.0,1703200.0,63.57
IPI00266463.5,979800.0,85558.0,1484800.0,1032500.0,1545900.0,1435800.0,2881500.0,773040.0,1857600.0,977630.0,1523000.0,1486500.0,50.48
IPI00266942.6,1931200.0,2729300.0,4640400.0,4953400.0,5128500.0,8088700.0,1790300.0,8199300.0,5326200.0,6097000.0,2979400.0,3911900.0,45.82
IPI00276222.1,1207700.0,504320.0,705240.0,995480.0,2127000.0,4260400.0,686390.0,4314000.0,1698500.0,9405600.0,1679000.0,214630.0,112.55
IPI00284213.3,784850.0,2272400.0,2523300.0,4744900.0,2599900.0,1572800.0,12926000.0,988830.0,3172300.0,5061600.0,4989100.0,2256000.0,89.19
IPI00287835.7,47332000.0,10390000.0,1692300.0,4193500.0,4065700.0,12903000.0,130360000.0,11521000.0,20118000.0,4058500.0,816110.0,7193300.0,172.55
IPI00308149.1,7718800.0,1094500.0,1410000.0,4491600.0,3202800.0,5853700.0,1085100.0,1594600.0,4316300.0,6576700.0,1696800.0,2523800.0,66.49
IPI00308332.5,5575600.0,2868300.0,1105800.0,947960.0,429620.0,717290.0,2132500.0,574770.0,473590.0,574210.0,856700.0,294770.0,110.52
IPI00308885.6,690040.0,2518100.0,1002900.0,1358300.0,1511800.0,137650.0,6802200.0,1517600.0,44305.0,4680400.0,228890.0,4953100.0,103.6
IPI00309237.2,956550.0,1452200.0,347910.0,483220.0,798400.0,1238600.0,142200.0,675400.0,643920.0,152350.0,1816500.0,139640.0,73.85
IPI00310314.4,1055600.0,1927300.0,445260.0,2275800.0,1275000.0,3293600.0,762080.0,4008500.0,1965800.0,3428600.0,1100200.0,1055500.0,61.47
IPI00311509.1,461290.0,259850.0,690760.0,652500.0,340910.0,1044400.0,378530.0,184180.0,1412800.0,642620.0,464440.0,1541800.0,65.5
IPI00312101.1,900270.0,642260.0,458870.0,1125100.0,235180.0,4772600.0,553960.0,6829900.0,4222800.0,804450.0,491800.0,5862700.0,108.67
IPI00312752.3,168460.0,1038700.0,938340.0,432230.0,327920.0,2155800.0,122160.0,376090.0,608660.0,113590.0,116760.0,943980.0,97.08
IPI00317298.2,1237100.0,460180.0,1855900.0,850580.0,1859700.0,1983500.0,236460.0,632130.0,2865600.0,860420.0,3010200.0,3497600.0,66.91
IPI00317599.3,2241700.0,699920.0,2766300.0,3958100.0,3032600.0,837570.0,874820.0,6891600.0,4268500.0,763660.0,3086400.0,2807300.0,67.96
IPI00319992.1,490430.0,1133900.0,2199800.0,1129800.0,5625100.0,538790.0,42434000.0,3646300.0,1371600.0,8543600.0,558190.0,486380.0,208.44
IPI00322145.9,23782000.0,2151300.0,26136000.0,12925000.0,71504000.0,16461000.0,4123700.0,8446900.0,9475700.0,8026300.0,30226000.0,3614000.0,106.22
IPI00322312.3,805490.0,94905.0,260050.0,129110.0,269790.0,743910.0,818650.0,578890.0,508790.0,1042600.0,65634.0,145940.0,74.25
IPI00323238.5,347510.0,605990.0,219410.0,275680.0,350420.0,635330.0,834880.0,156880.0,976630.0,268580.0,829970.0,1153200.0,59.92
IPI00323980.1,6096400.0,970860.0,1559800.0,1829900.0,3216400.0,2686800.0,672320.0,2028700.0,4878400.0,8299200.0,3483400.0,3849800.0,67.9
IPI00324438.3,2297300.0,5678200.0,436710.0,2739400.0,5020800.0,759610.0,1114700.0,4629900.0,370380.0,3155700.0,629420.0,785830.0,84.12
IPI00324444.2,2244700.0,267710.0,4151400.0,841960.0,1452300.0,1594300.0,185680.0,1889900.0,2226100.0,3432900.0,764360.0,702480.0,74.65
IPI00324983.9,912310.0,497470.0,1605100.0,506570.0,2047300.0,1038300.0,5132200.0,638800.0,606010.0,2414900.0,1194600.0,799500.0,90.64
IPI00325189.4,4852700.0,7506400.0,476640.0,960050.0,790110.0,526410.0,2313700.0,1749500.0,476140.0,1637300.0,838120.0,212550.0,117.27
IPI00325260.4,5291900.0,771880.0,1294000.0,1543600.0,861010.0,1331700.0,267680.0,1682500.0,2023800.0,269500.0,1221300.0,3303900.0,85.0
IPI00326558.1,576230.0,126690.0,1506000.0,993170.0,619890.0,666350.0,483200.0,249550.0,1497700.0,732720.0,3406000.0,1138000.0,87.48
IPI00326566.2,21696000.0,9925400.0,14415000.0,6655100.0,10907000.0,57177000.0,20043000.0,14526000.0,11485000.0,17243000.0,13411000.0,19965000.0,72.33
IPI00326970.1,376250.0,843150.0,3219800.0,3492100.0,2273100.0,2102500.0,620020.0,1201100.0,2355300.0,2137800.0,1798000.0,2658000.0,51.68
IPI00327244.1,25860000.0,5139800.0,4073800.0,11445000.0,912090.0,3895100.0,6675100.0,5081700.0,3783200.0,7144300.0,822700.0,3357900.0,103.15
IPI00327389.1,5692700.0,1475400.0,6043600.0,7668300.0,6863500.0,3135700.0,2446200.0,2017300.0,7421000.0,8902400.0,8874900.0,4502000.0,49.04
IPI00327705.5,373140.0,205360.0,1131700.0,268630.0,9424100.0,797830.0,4372500.0,5997600.0,1262300.0,21164000.0,225050.0,361720.0,163.17
IPI00328017.4,209000000.0,4277500.0,3735600.0,26943000.0,2297100.0,12491000.0,36669000.0,741880.0,10518000.0,4723200.0,29784000.0,1345200.0,203.71
IPI00330763.3,517650.0,318200.0,1098400.0,329840.0,963570.0,2020600.0,268100.0,269010.0,2488300.0,667660.0,752130.0,2829100.0,86.58
IPI00331155.4,712180.0,355070.0,304100.0,390460.0,282160.0,391430.0,105900.0,219710.0,236340.0,719610.0,233360.0,239990.0,54.13
IPI00331170.1,236190.0,253340.0,1387600.0,1601400.0,212880.0,497830.0,235850.0,495400.0,583340.0,154920.0,369900.0,1447300.0,85.79
IPI00331892.8,909840.0,209330.0,2524300.0,1736600.0,2735200.0,2404500.0,1026500.0,1207200.0,4456400.0,346970.0,2825000.0,3983900.0,67.05
IPI00331898.2,6153300.0,2630600.0,5327100.0,7786900.0,8624700.0,5019500.0,3935100.0,8116900.0,6559500.0,8328100.0,4510300.0,3804200.0,34.0
IPI00332022.5,1859800.0,6167000.0,2125000.0,2545400.0,7113200.0,11978000.0,4185300.0,6858900.0,3126600.0,7008200.0,10218000.0,4402400.0,56.94
IPI00336973.2,3188600.0,836210.0,6122200.0,5848900.0,3416100.0,4890400.0,2090800.0,1144900.0,7360500.0,4213800.0,3848000.0,11554000.0,65.17
IPI00338327.1,6546000.0,125950.0,3154300.0,1552400.0,823730.0,704870.0,2296500.0,604590.0,1157300.0,3890700.0,976530.0,1533600.0,93.32
IPI00338515.4,5681700.0,1974300.0,5134400.0,7032500.0,11349000.0,7614300.0,1272700.0,16531000.0,34738000.0,8800800.0,9866300.0,13622000.0,86.2
IPI00338964.3,1748700.0,79839000.0,3803500.0,3095900.0,1819700.0,4491200.0,6014100.0,3085500.0,2367000.0,3163500.0,1587600.0,1575800.0,236.9
IPI00351206.5,10893000.0,13727000.0,22131000.0,20472000.0,79874000.0,23714000.0,13763000.0,68831000.0,44374000.0,12808000.0,35061000.0,19006000.0,75.09
IPI00352475.3,46504000.0,48953000.0,32052000.0,40939000.0,31151000.0,29337000.0,57090000.0,41042000.0,26711000.0,8818100.0,34313000.0,31587000.0,34.84
IPI00357923.3,11152000.0,5602200.0,29429000.0,32979000.0,35153000.0,20323000.0,12390000.0,7316000.0,72772000.0,2430600.0,24785000.0,51437000.0,81.43
IPI00357938.4,2822100.0,1620100.0,7085100.0,10277000.0,4711100.0,4389500.0,1516300.0,1555500.0,13831000.0,278130.0,5719900.0,15126000.0,86.17
IPI00357978.2,95175.0,176620.0,546160.0,420450.0,85022.0,275060.0,368570.0,312670.0,181120.0,96798.0,75099.0,514860.0,64.93
IPI00358013.3,59149.0,104660.0,470090.0,358900.0,669330.0,370480.0,79386.0,86703.0,386690.0,3331900.0,216950.0,551850.0,160.9
IPI00358083.1,5148200.0,2854100.0,2473800.0,6138600.0,1559000.0,1120600.0,3302200.0,3150200.0,1314400.0,446440.0,6061700.0,746760.0,69.99
IPI00358110.4,986540.0,2819700.0,1211600.0,846130.0,1414500.0,1423700.0,1735000.0,258170.0,2796500.0,3448600.0,1722600.0,2420800.0,53.47
IPI00358123.3,193210.0,582870.0,848390.0,627070.0,1382700.0,1119400.0,187420.0,444020.0,903160.0,1554300.0,2788300.0,831340.0,74.94
IPI00358140.4,6351200.0,2161200.0,8989000.0,7611500.0,11333000.0,4432200.0,4580400.0,8247900.0,6541200.0,2351800.0,8775200.0,15448000.0,52.15
IPI00358216.3,213940.0,257680.0,1125200.0,1423000.0,5246900.0,1042900.0,523060.0,1816500.0,1782300.0,400720.0,471650.0,1211800.0,105.74
IPI00358368.3,419860.0,339420.0,799980.0,966630.0,1964700.0,3711300.0,898580.0,2085700.0,4483200.0,895440.0,1110600.0,5616200.0,89.41
IPI00358463.1,269170.0,1109400.0,1642300.0,1761800.0,1670400.0,5010200.0,410850.0,4285800.0,63082000.0,1377200.0,448840.0,12917000.0,226.63
IPI00358471.2,2452200.0,647510.0,1066600.0,830590.0,415470.0,602850.0,263360.0,1038000.0,1126500.0,1707000.0,619920.0,973030.0,61.35
IPI00358691.3,2728000.0,1525900.0,2988200.0,3614700.0,5849200.0,4395900.0,803460.0,6487300.0,6759600.0,1592900.0,3730500.0,3967200.0,52.33
IPI00359323.1,20515000.0,10187000.0,30450000.0,25330000.0,38204000.0,28607000.0,11099000.0,9982900.0,49267000.0,30608000.0,40542000.0,59446000.0,52.86
IPI00359416.4,3552700.0,2499900.0,1623600.0,1556900.0,1445900.0,1673800.0,1766200.0,1936400.0,1591400.0,2621400.0,1941600.0,1792200.0,30.41
IPI00359426.6,1391800.0,2994300.0,2097800.0,3419000.0,2348700.0,3969200.0,4627800.0,2785700.0,4226600.0,12197000.0,5065000.0,2430800.0,71.04
IPI00359681.3,5452900.0,2328500.0,9421900.0,6312700.0,8182000.0,13676000.0,2303300.0,1802000.0,12697000.0,4194800.0,18084000.0,18685000.0,69.7
IPI00359917.1,8800500.0,5876300.0,8906500.0,29903000.0,26317000.0,13386000.0,9661700.0,3737900.0,17164000.0,38294000.0,17911000.0,14755000.0,64.5
IPI00359962.3,3939600.0,5057100.0,3897100.0,4852500.0,3046700.0,5485000.0,1604500.0,4889500.0,5965200.0,5135800.0,51040000.0,9183500.0,155.21
IPI00360117.4,2468200.0,10223000.0,14521000.0,27750000.0,10035000.0,15179000.0,13930000.0,4415400.0,11436000.0,2846300.0,13605000.0,15075000.0,58.27
IPI00360301.3,144340.0,51928000.0,2365800.0,1274600.0,1637700.0,1421400.0,446780.0,391390.0,901130.0,7817300.0,4086800.0,607350.0,239.86
IPI00360328.1,127780.0,127040.0,191700.0,310350.0,146130.0,449930.0,131830.0,1532000.0,686060.0,438420.0,286880.0,250550.0,101.94
IPI00360386.3,873780.0,224450.0,769180.0,1151400.0,661820.0,722500.0,661070.0,5990800.0,201560.0,2205800.0,888120.0,1600200.0,118.02
IPI00360536.3,796730.0,705920.0,1482200.0,4519000.0,514850.0,3991600.0,435650.0,669120.0,1306100.0,712610.0,554010.0,965250.0,99.39
IPI00360733.4,1745800.0,278420.0,1019600.0,677990.0,4701200.0,2751700.0,506450.0,357000.0,2054400.0,3929200.0,1468800.0,1528300.0,80.77
IPI00360767.3,3578000.0,17610000.0,2006500.0,626020.0,691560.0,5868500.0,6918700.0,8747400.0,2128500.0,8883200.0,786350.0,509340.0,105.07
IPI00361091.3,335190.0,141950.0,1763700.0,1288500.0,1809800.0,1469700.0,4559100.0,1559000.0,4322800.0,988400.0,7163800.0,4544300.0,85.82
IPI00361283.4,5437800.0,1813100.0,1473600.0,2996500.0,2298700.0,5444900.0,649310.0,4314200.0,2935500.0,1575600.0,8879800.0,10230000.0,75.37
IPI00361533.3,148010.0,774750.0,490850.0,858610.0,388320.0,988630.0,12586000.0,533160.0,367860.0,3028900.0,62154.0,170200.0,206.93
IPI00361824.3,161150.0,316890.0,877380.0,198160.0,763870.0,373330.0,349220.0,843640.0,338950.0,1584400.0,1271100.0,189880.0,76.59
IPI00361888.3,889690.0,1039100.0,1236100.0,282990.0,1788600.0,767530.0,2076900.0,1583500.0,1432800.0,3461000.0,7278800.0,1131900.0,97.64
IPI00362151.5,1210500.0,1036400.0,903310.0,1349000.0,6218700.0,2048100.0,157660.0,2287100.0,2180900.0,2940900.0,3576200.0,2120100.0,72.93
IPI00362182.3,537410.0,453550.0,617920.0,346600.0,201360.0,1200400.0,14780000.0,29135000.0,441980.0,917040.0,3614000.0,2023600.0,193.52
IPI00362416.3,10166000.0,379700000.0,48987000.0,34557000.0,15617000.0,429290000.0,202040000.0,1332700000.0,80420000.0,122370000.0,14120000.0,58100000.0,165.34
IPI00362521.1,1383200.0,1108100.0,2103100.0,1769500.0,8946900.0,5076900.0,760300.0,1905000.0,5485900.0,3060300.0,1674100.0,1237100.0,84.7
IPI00362550.2,669030.0,1060800.0,2752700.0,716120.0,719050.0,424010.0,158340.0,5395600.0,482490.0,1720600.0,392190.0,226380.0,122.54
IPI00362615.2,1631900.0,1451000.0,5422200.0,1576000.0,2495200.0,3979500.0,1011400.0,2585300.0,4844800.0,2259300.0,5763400.0,7575700.0,61.92
IPI00362755.3,3662300.0,88273000.0,42173000.0,70072000.0,22997000.0,188360000.0,6271200.0,102510000.0,63277000.0,44779000.0,12433000.0,11662000.0,97.72
